text,comments_count
"#мосметро приглашает вас на [club29892444|Всероссийский Велопарад 2017], который пройдёт 28 мая в 12:00 по Садовому кольцу, со стартом и финишем на проспекте Академика Сахарова.",18
"Настоящей визитной карточкой «М Кафе» в летнее время станет мороженое, которое пассажиры смогут попробовать в #мосметро ежедневно с 09:00 до 18:00 на станциях «Войковская» и «Арбатская» и с 08:00 до 21:00 на «Выставочной».",56
"#мосметро совместно с Mastercard объявляют, что c 23 июня держатели карт Mastercard – пользователи инновационного сервиса Android Pay – смогут ездить на МЦК и 15 станциях метро, пересадочных на МЦК, за 50% от стоимости поездки при оплате на турникете.  Акция будет действовать в течение месяца.
При оплате проезда со скидкой сначала стоимость билета спишется с банковской карты, а в течение 10 минут на счет вернется половина суммы.",42
"В сувенирных киосках на станциях «Пушкинская», «Павелецкая» Замоскворецкой линии, «Площади Революции» и «Арбатская» Арбатско-Покровской линии появились новые сувениры!",20
"Дмитрий Пегов, возглавлявший Московский метрополитен с 2014 года, назначен директором по пассажирским перевозкам компании «Российские железные дороги». 
В должности начальника #мосметро Дмитрий Пегов провёл масштабные административные преобразования и принял ряд ключевых решений. Мы перечислим, что удалось сделать Дмитрию Владимировичу Пегову за время своей работы в #мосметро:
В Московском метрополитене был полностью пересмотрен технологический процесс замены стрелочных переводов и обслуживания путевой инфраструктуры – это значительно повысило безопасность пассажирских перевозок. 
Продолжилось обновление подвижного состава. На линии метрополитена вышли новые поезда 760-ой серии «Ока» и 765-ой серии «Москва». Также провели капитальный ремонт «номерных» вагонов, в ходе которого они были оформлены в стилистике бренда «Московский транспорт».
Под руководством Дмитрия Пегова открылось регулярное пассажирское движение на Московском центральном кольце (МЦК).
Поездки пассажиров в московском метро стали интереснее также за счёт появления новых тематических поездов. 
Под руководством Дмитрия Пегова сложилась хорошая традиция отмечать День рождения метрополитена Парадом поездов на Кольцевой линии и выставкой ретро-вагонов на станции «Партизанская». Впервые пассажиры московского метро смогли увидеть здесь полностью отреставрированные и поставленные на ход вагоны типа «А», использовавшиеся ещё в 1935 году.

Мы желаем Дмитрию Владимировичу больших успехов на новом месте работы и благодарим за тот вклад, который он ежедневно вносил в развитие Московского метрополитена на протяжении практически всех трёх лет!",35
"Новым руководителем Московского метрополитена стал Виктор Николаевич Козловский, ранее занимавший пост первого заместителя начальника метро.",35
"А вы знали? 

Что после распада СССР вагон типа А принимал участие в съемках множества кинофильмов, например, «Друзья и годы», «Новая Москва», киносериал «Оттепель», киножурнал «Ералаш» и др. А во время Союза данный вагон был настоящим музеем на рельсах, внутри были развешаны стенды и плакаты.
Первые поезда открытия московского метрополитена 15 мая 1935 года состояли из вагонов серии А.
Подобные вагоны, выпускавшиеся Мытищинским вагоностроительным заводом с 1934 по 1939 год, использовались для перевозки пассажиров до 1975 года. Сейчас же вагон типа А с оригинальным салоном находится на территории депо «Измайлово».",46
"Тысячи верующих приедут в Храм Христа Спасителя, куда впервые привезут части мощей святителя Николая Чудотворца. В связи с этим с 22 мая по 13 июля северный вестибюль станции «Кропоткинская» будет работать только для входа пассажиров, южный – для входа и выхода.",25
"Как вы знаете, сегодня проходит удлинённое технологическое «окно» на центральном участке Калужско-Рижской линии. Мы предлагаем вам посмотреть фотоотчёт о диагностике и ремонте путей станции «Тургеневская» .",23
"Сегодня, 21 мая, в течение всего дня закрыт центральный участок Калужско-Рижской линии #мосметро между станциями «Октябрьская» и «Проспект Мира».",2
"На станции «Охотный ряд» 21 мая в 13:00 участники проекта «Музыка в метро» почтят память жертв СПИДа, а волонтёры будут раздавать пассажирам красные ленты – символ борьбы с заболеванием. Также в 11:00 на станции «Выставочная» пройдёт образовательная лекция, на которой пассажирам расскажут о профилактике ВИЧ-инфекции.",3
Сегодня в аванзале станции «Курская» с музыкальной программой выступали коллектив Idisi и квинтет «New Life Brass». А также на станции «Библиотека им. Ленина» выступили музыкальные коллективы  «Новые Кельцы» и Celsi.Пассажиры услышали фолк-музыку различных исторических эпох: от Античности до начала XX века. Проект «Времена и эпохи. Собрание» Правительства Москвы проводится в рамках «Московских сезонов» по заказу Департамента торговли и услуг.,3
"Сегодня на станции «Арбатская» Арбатско-Покровской линии в 11:30 пройдёт флешмоб, посвящённый 125-летию Марины Цветаевой. Победители конкурса художественного чтения «Слово Цветаевой» прочтут для пассажиров знаменитые стихотворения, написанные в разные периоды творчества Марины Цветаевой.",0
Станция недели «Пятницкое шоссе»! Присылайте ваши фотографии ваших любимых станций в комментарии.,82
Внимание! Для проведения ремонтных работ 20 и 21 мая будут закрыты следующие вестибюли и станции #мосметро.,5
Забыли свою вещь в метро? Не расстраивайтесь! Потерянные на станциях и в поездах #мосметро вещи поступают на Склад забытых вещей на станции «Котельники». Склад работает ежедневно с 8:00 до 20:00.,25
"Уважаемые пассажиры! Если вы обнаружили бесхозный или подозрительный предмет в вестибюле, на станции или в вагоне поезда, — не трогая его, незамедлительно сообщите об этом сотрудникам полиции и метрополитена!",49
Ночью в #мосметро происходят удивительные вещи! Московский метрополитен и [club23377882|Freezelight] готовит для вас новый проект!,25
Поздравляем коллег!,17
"Сегодня по всему миру отмечают «Международный день музеев»!
Мы приглашаем вас в Центр профориентации на станции «Выставочная». Здесь вы узнаете всё об истории #мосметро, которая насчитывает уже 82 года!",12
"Дорогие пассажиры! Убедительно просим вас не задерживать движение поездов, придерживая двери! Помните: в час-пик следующий поезд прибудет всего через 90 секунд.",78
"В ближайшее воскресенье, 21 мая, для проведения ремонтных работ в течение всего дня будет закрыт центральный участок Калужско-Рижской линии #мосметро между станциями «Проспект Мира» и «Октябрьская». 
 
#info@officialmosmetro",38
"А вы знали? 
Что поезд 81-717/714, так же известный, как «Номерной», эксплуатируется в 18 метрополитенах России, Европы и СНГ. Например, в Московском, Петербургском, Киевском,  Бакинском, Будапештском, Варшавском, Пражском, Софийском и других городах. 
Первый поезд данного типа запустили в 1978 году.",78
"Уточняем, что «М Кафе» на Выставочной работает с 08.00 до 21.00!!👆
«М Кафе Буфет» на станциях «Арбатская» и «Войковская» работает до 18.00!",22
"Нам приятно получать положительные отзывы как от пассажиров, так и от работников #мосметро. У всех остались хорошие впечатления от 82-х летия Московского метрополитена?

«Хотелось сказать огромное спасибо за красивый парад, для меня это огромная радость – видеть каждый раз, как метрополитен менятся. Я горжусь Московским метрополитеном, для меня он самый лучший, комфортный и чистый. Особенно порадовал поезд нового поколения «Москва», его необычный, прекрасный внешний вид. Но весь тип подвижного состава, который применяется на Московском метрополитене, сам по себе красивый и ухоженный. 

Спасибо Дмитрию Пегову и управлению Московского метрополитена за  хорошие выходные. Было здорово и прекрасно провести эти замечательные дни.

С праздником, дорогие, сотрудники, нам 82 года!»",15
"Московский метрополитен и Департамент здравоохранения города Москвы проводят совместную акцию «Узнай своё давление». С 16 по 19 мая врачи столичных поликлиник будут измерять артериальное давление пассажиров #мосметро, дадут рекомендации по поддержанию давления в норме и проконсультируют по вопросам здоровья. Дежурство врачей будет организовано с 11:00 до 15:00 на станциях: «Парк культуры» (объединённый вестибюль), «Арбатская» Арбатско-Покровской линии (западный вестибюль), «Китай-город» (объединённый южный вестибюль), «Площадь Революции» (объединённый вестибюль со станцией «Театральная»), «Пушкинская» (объединённый вестибюль со станцией «Тверская»), «Курская» Кольцевой линии (аванзал), «Баррикадная», «Павелецкая» (выход к Павелецкому вокзалу), «Киевская» Арбатско-Покровской линии (аванзал), «Александровский сад» Филёвской линии.",0
"По многочисленным заявкам! Представляем вам нашу новую группу https://vk.com/foto_mosmetro. Туда вы можете присылать свои фото, лучшие ваши работы будут публиковаться в группе [club70228347|Московское метро]",33
Прошёл #парадпоездов в #мосметро. Какой из поездов вам больше всего понравился?,86
"Сегодня, в День рождения #мосметро, в электродепо «Северное» состоялось торжественное открытие мемориальной доски, посвящённой инженеру-транспортнику Михаилу Шполянскому! Он внёс значительный вклад в открытие первой очереди Московского метрополитена. Именно Шполянский вывел первый поезд столичного метро на техническую обкатку в конце 1934 года.",3
Ровно 82 года назад - 15 мая 1935 года со станции «Сокольники» стартовал первый поезд с пассажирами .,13
"Друзья, завтра в кассах #мосметро вы сможете приобрести ограниченную партию билетов, приуроченную к выходу приложения «Помощник Москвы». Найти их можно будет: «Единый» во всех кассах #мосметро, карта «Тройка» внутри кольцевой линии.",52
"Друзья, мы собрали небольшой сборник песен, которые вы часто слышите поднимаясь на экскалаторах. 
Добавляйте наш плейлист к себе в аудиозаписи.
Так же вы можете добавить в комментариях свои любимые песни!
Пополним наш плейлист ""Музыки #мосметро"" вместе!",37
Мировой предпоказ премьеры оперы-оратории «Сильмариллион. Памяти Толкина»,10
13 и 14 мая на станции «Партизанская» будет работать выставка ретро-вагонов и хозяйственных поездов Московского метрополитена.😌,52
"Ждём вас на праздничном концерте, посвященном 82-летию #мосметро.",35
"Сегодня в продажу поступил проездной билет «Единый» общим тиражом всего 1500 штук, приуроченный к мероприятию «Опера в метро». Найти билет можно на станциях «Выставочная», «Международная» и «Деловой центр».",50
Когда зашёл в пустой поезд на «Выхино».,12
"Друзья, Московский метрополитен подготовил насыщенную праздничную программу, посвящённую своему 82-летию. В выходные, 13 и 14 мая, на Кольцевой линии будет организован традиционный Парад поездов. В нём примут участие все типы действующего подвижного состава #мосметро – от привычного Еж3 до поезда нового поколения «Москва».

Расписание поездов вы можете найти по ссылке: www.mosmetro.ru/parad/",50
Внимание! Для проведения ремонтных работ 13 и 14 мая будут закрыты следующие станции и вестибюли.,4
"Друзья, выиграть билеты на оперу «Сильмариллион» можно было и в других социальных сетях #мосметро. Участники конкурса придумывали картинку на тему «Герои «Властелина колец» в метро»!
Вот работы победителей:",15
"Победителями конкурса онлайн трансляции «Властелин колец» объявляются:
1 место - Александр Рябов https://vk.com/tinwegil – 2 билета в партер ждут вас!
2 место - Анастасия Ларионова https://vk.com/nalary – 2 билета на балкон ваши!

Победитель дополнительных вопросов!

Анна Туркова https://vk.com/id12022058 – Билет на балкон ваш!

Просим вас написать в личные сообщения группы. Мы расскажем, как забрать билеты!☝",41
"Состоялась пресс-конференция начальника Московского метрополитена Дмитрия Пегова, посвящённая праздничным мероприятиям к 82-летию #мосметро.",63
"Сегодня в прямой трансляции на станции метро «Выставочная» мы вместе опробуем симулятор кабины машиниста в Центре профориентации и побываем в научно-технической библиотеке #мосметро. Также мы зайдём в «М Кафе», где работники метро ответят на вопросы, касающиеся Центра профориентации! Задавайте свои вопросы в комментариях к онлайн трансляции.",11
"Получи шанс выиграть пригласительные билеты на закрытый предпоказ мировой премьеры оперы-оратории «Сильмариллион. Памяти Толкина», которая пройдёт на станции «Деловой центр» в ночь с 12 на 13 мая. 
 
 Что нужно сделать, чтобы выиграть билеты: 
11 мая в 16:00 в прямой трансляции #мосметро, ответить на вопросы о героях «Властелина колец»! 

Победитель, набравший наибольшее количество правильных ответов, получит 2 билета на премьеру в партер! 
Второе место по количеству правильных ответов получит 2 билета на балкон!",70
"Друзья, на стойках «Живое общение» появились объединённые брелоки Тройка-Стрелка! Вы можете приобрести их в сувенирных киосках на станциях «Пушкинская», «Павелецкая» Замоскворецкой линии, «Площади Революции» и «Арбатская» Арбатско-Покровской линии.",48
"А вы знали, что Московские студенты трут нос бронзовой собаке пограничника на станции «Площадь революции». Считается, что это принесёт удачу на экзамене. А для сдачи зачёта нужно пожать псу лапу.",35
"К 9 мая #мосметро выпустил тематический проездной билет «Единый», посвященный Дню Победы. Общий тираж билетов на 1 и 2 поездки составит 600 тысяч экземпляров. Приобретайте билеты в кассах Московского метрополитена.",37
В преддверии обновления билетного меню в кассах Московского метрополитена. При покупке проездного билетов «Единый» и «90 минут» на 60 поездок вы получите карту «Тройка» в подарок. Акция пройдёт в #мосметро с 1 по 30 июня.,32
"Правда ли что #мосметро кишит гигантскими крысами, которые достигают размеров средней собаки, а некоторые особи даже слегка светятся. Не знаем, как вы, но мы пока не встречали!",33
"Дорогие работники радио, телевидения и связи!
Рады поздравить вас с профессиональным праздником! Вы соединяете сердца и души, мысли и человеческие дела, вы – информационные маги и вдохновители! 
Благодарим вас за своевременную связь, достоверную информацию, интересные теле- и радиопередачи, за ваш высококвалифицированный добросовестный труд!",3
"Отзыв довольного пассажира. Спасибо вам за доверие! 
Хочу выразить огромную благодарность за помощь в метро инспекторам ! Ехала от перово до юго - западной ,и поняла что сама с коляской не доехала бы... Большое спасибо #мосметро за предоставленную услугу! )",9
"Хорошее утро всегда начинается с кофе! Двери «М Кафе» на станциях: «Выставочная», «Арбатская» и «Войковская» открыты для вас с 09:00 до 18:00",19
"9 мая, пройдёт шествие «Бессмертный полк — Москва». Встречаемся в 15:00 на Тверской.",4
"Приглашаем посетить фотовыставку «Метро в годы войны», посвящённую Дню Великой Победы в аванзале вестибюля №1 станции «Парк Победы». Фотовыставка продлится до 10 мая.",5
"Появились сувениры, приуроченные к празднику Победы! Вы их можете приобрести в сувенирных киосках «Живое общение» на станциях «Пушкинская», «Павелецкая» Замоскворецкой линии, «Площади Революции» и «Арбатская» Арбатско-Покровской линии.",5
"Друзья, проверим ваши знания Московского метрополитена. Знаете ли вы ответ на вопрос?

Если одновременно зазвонят все три телефона, на какой звонок в первую очередь ответит дежурная, стоящая на платформе? (время... Пусть будет 3.30 ночи) (фотография 3 телефонов Телефон ДС, стрелочный телефон, телефон дцх ).",80
Сегодня на митинге Победы впервые выступил Академический хор Московского метрополитена.,24
Внимание! Для проведения ремонтных работ 6 и 7 мая будут закрыты следующие станции и вестибюли.,0
В преддверии Дня Победы в вестибюле станции «Печатники» выступили учащиеся детской музыкальной школы имени М.И. Глинки.,12
Фотоотчёт с выступления Государственного духового оркестра России в #мосметро,4
Сегодня в 12:00 на станции метро «Курская» будет выступать Государственный духовой оркестр России. Мы будем вести прямую трансляцию с места событий.,17
"Будьте внимательны! В связи с проведением генеральной репетиции военного парада и праздничных мероприятий, посвящённых Дню Победы, 7 и 9 мая режим работы некоторых станций #мосметро изменён. 

Приносим извинения за временные неудобства и просим заранее планировать маршруты своих поездок в эти дни.",13
Фотоотчёт со дня «Звездных войн» в #мосметро,37
Сегодня по всему миру отмечают день «Звездных войн»: Дарт Вейдер и Штурмовик спустятся в #мосметро. Мы будем вести прямую трансляцию с места событий.,11
"Метро нередко называют подземным городом со своими жителями, дорогами и светофорами. В книге «Как устроено метро» читатель сможет узнать многие тайны этой сложной структуры, увидеть работу метрополитена изнутри и понять, насколько современен, безопасен и интересен этот вид транспорта. Найти её можно на станции метро «Выставочная» в Научно-технической библиотеке #мосметро.",26
"Сегодня всемирный день солнца. А вы знали, что на станции «Улица Академика Янгеля» для освещения платформы впервые использовались натриевые лампы, дающие яркий оранжевый свет. Благодаря этому оригинальному освещению станция кажется залитой солнечным светом.",116
"За 4 месяца работы сувенирных киосков на стойках «Живое общение» реализовано свыше 12,5 тысяч сувениров. Наибольшей популярностью у пассажиров московского метро пользуются карта «Тройка» в виде брелока и ручки в традиционных цветах линий метрополитена.",40
"Хорошо, что вы так быстро реагируете! Шутка! На самом деле самая длинная полностью подземная линия является частью метрополитена в китайском городе Гуанчжоу. Её длина составляет 67,3 километра, а расположено на ней 28 станций. При этом ведутся активные работы по её увеличению, да не на одну-две станции, а на десятки. Арбатско-Покровская линия является самой длинной в России.",45
Самой длинной линией метро в мире считается Арбатско-Покровская!,120
"Нам приятно читать ваши отзывы по хэштегу #мосметро. Помните, вы всегда можете написать нам в ЛС группы https://vk.com/officialmosmetro или обозначить свой пост хэштэгом #мосметро. Будьте уверены, мы обязательно прочитаем ваше пожелание.",12
"Они сошлись – прошлое и будущее #мосметро.
Новый поезд «Москва» уже курсирует по Таганско-Краснопресненской линии!",91
"Завтра в 13:00 в южном вестибюле станции «Лубянка» #мосметро подготовил для маленьких пассажиров викторины, аквагримм, мыльные пузыри и аниматоров.",14
"Сегодня, на станции «Боровицкая», музыканты отметили Международный день джаза! Участники проекта «Музыка в метро» сыграли несколько джазовых композиций. Так же к празднику присоединились танцоры профессиональных джазовых школ Москвы.",2
"На этой неделе станция #Мосметро – «Улица 1905 года». Мы перезаписали англоязычный вариант голосового объявления станции. Это было сделано после многочисленных обращений пассажиров. К решению этого непростого вопроса были привлечены профессиональные лингвисты Российской академии наук, филологи Высшей школы экономики и носители английского языка. Вместе с ними Московский метрополитен пришёл к выводу, что для озвучки этой станции оптимально использовать прямой перевод числа 1905 на английский язык.",63
"А вы знали ? Что на станции Madeleine находится подарок #мосметро, метрополитену Парижа.",19
"Сотрудники Московского метрополитена в новой форменной одежде. Именно в ней их увидят болельщики со всего мира во время Кубка Конфедераций FIFA 2017, матчи которого пройдут в Москве уже этим летом.",47
"Вчера мы вам показывали прямую трансляцию из кабины машиниста. Сегодня предлагаем вам побыть машинистом самим, напоминаем, что на станции метро «Выставочная»в Центре профориентации есть симулятор кабины машиниста. Центр профориентации будет закрыт первого мая.",11
Для проведения ремонтных и строительных работ в ближайшую субботу будет закрыт ряд вестибюлей и станций #мосметро,8
В 15:00 узнай о профессии машиниста больше! Вас ждёт прямая трансляция из кабины машиниста!,24
"Москвичи выбирали возможные варианты расширения программы совместного проекта #мосметро и Третьяковской галереи «Интенсив XX». Большинство проголосовавших, 26,67%, считают, что нужно проводить конкурсы, квесты и викторины с призами. 21,23% участников голосования хотели бы увидеть мероприятия с участием известных деятелей культуры и искусства.",10
"Аудиообъявления станций на всех линиях #мосметро продублированы на английский язык, аудиоинформирование на английском языке в поездах [club129182426|МЦК – Московское центральное кольцо] осуществляется с момента запуска. Дублирование на иностранный язык является частью работы, которую мы провели в преддверии крупных футбольных турниров FIFA – Кубка Конфедераций 2017 и Чемпионата мира 2018.",69
"Будьте внимательны! В связи с проведением репетиций парада, посвящённого Дню Победы, изменён режим работы некоторых станций #мосметро.",0
Всегда интересовало как выглядит метро глазами машиниста?! 28 апреля в 15:00 #мосметро запускает прямую трансляцию прямо из кабины машиниста!,39
"Сегодня, в преддверии праздника Весны и Труда, в московском метро выступит оркестр Московского военно-музыкального училища имени генерал-лейтенанта В.М. Халилова. Ждём всех в аванзале станции «Курская» в 13:00!",6
"Приглашаем вас принять участие в пилотном проекте, в ходе которого будут благоустроены несколько вентиляционных шахт в самом центре нашего города: около станций «Новокузнецкая», «Третьяковская», «Трубная» и «Белорусская».
Соответствующий конкурс проводится на сайте transport.mos.ru.
Для того, чтобы поучаствовать в конкурсе, необходимо: 
1. Скачать развертку вентиляционного киоска (http://transport.mos.ru/common/upload/docs/1481222607_VwntShaht11.pdf) 
2. Нанести на неё изображения, выполненные в транспортной, исторической или городской тематике. 
3. Отправить готовую работу до 30 апреля на электронный адрес: konkurs-ventkioski@mosmetro.ru.
После предварительного отбора лучшие варианты оформления будут предложены для всеобщего голосования на сайте проекта «Активный гражданин».
Победители получат призы и памятные подарки от транспортного комплекса Москвы, но главной наградой станет то, что их работы увидят миллионы жителей и гостей столицы!",8
"#мосметро совместно с Российским центром духовой музыки проводит акцию «Бессмертный оркестр», цель которой - восстановить имена погибших музыкантов первого состава Духового оркестра СССР и найти их родственников. Внимание, друзья! Присмотритесь к фотографии, может быть, вы найдете на ней своего дедушку, отца, знакомых. Помогите собрать данные о музыкантах, которые ушли добровольцами на фронт и погибли, защищая Москву. Концерт возрожденного Оркестра состоится накануне Дня Победы на одной из станций метро.",0
"С чего начинается отличный день? Конечно, со свежесваренного кофе из «М Кафе», расположенного на станциях «Выставочная», «Арбатская» и «Войковская»! Здесь также представлен большой выбор домашней выпечки и десертов. В течение всего дня можно заказать комплексный обед из трёх блюд – салата, супа и горячего. Приходите, мы вам всегда рады!",19
"Мы делаем навигацию в метро ещё проще и удобней! В поездах 740-ой и 760-ой серии началась замена наклеек на наддверных электронных табло. Теперь единственная мигающая точка подскажет, какая станция будет следующей, а станции, уже оставшиеся позади, будут обозначены статично горящими точками.",114
"С 24 апреля по 21 мая жители и гости столицы могут высказать своё мнение о работе Московского метрополитена, приняв участие в международном исследовании. Опрос позволит дать оценку уровня обслуживания #мосметро. Пассажиры 24 метрополитенов по всему миру одновременно будут оценивать работу своих подземных транспортных сетей.
Друзья, помните: проходя опрос, вы помогаете #мосметро повысить уровень предоставляемых сервисов.
Опрос можно пройти онлайн по ссылке www.surveymonkey.co.uk/r/MoscowMetro2017
Английская версия
www.surveymonkey.co.uk/r/MoscowMetro2017English",28
"24 апреля были подведены итоги опроса на лучшее нововведение поезда «Москва». 
Первое место вы присудили USB-портам для зарядки электронных гаджетов.
На втором месте по популярности оказались прислонные сиденья. 
Мультимедийная система информирования заняла третье место. 
Многие пользователи уделили внимание сквозному межвагонному проходу по всей длине поезда «Москва» и дополнительным тёплым поручням в центре вагона.",27
"Стартовал 2-ой сезон проекта ""Музыка в метро"". Кто уже был на выступлениях? Какой из исполнителей вам больше всего понравился? Ежедневное расписание выступлений участников проекта #музыкавметро вы можете найти на: http://music.mosmetro.ru/",16
"В сувенирных киосках на станциях «Пушкинская», «Павелецкая» Замоскворецкой линии, «Площади Революции» и «Арбатская» Арбатско-Покровской линии появились новые ручки в цветах линий #мосметро.",84
"Доброе утро! 24 апреля в кассах #мосметро появятся новые тематические билеты «Единый», приуроченные к строительству Крымского моста через Керченский пролив. На бланках изображена фирменная символика проекта и хештег #КрымскийМост. Общий тираж билетов на 1, 2, 20 и 40 поездок составил 600 тысяч экземпляров.",12
"Куда обращаться, если потерял вещи в #мосметро. Сохрани, чтобы не забыть.",5
23 апреля 1564 года родился поэт и драматург Уильям Шекспир. Мы напоминаем вам о чудесном поезде #шекспировскиестрасти,18
"Уважаемые москвичи и гости столицы, не забывайте о правилах поведения в #мосметро",68
21 апреля в Технической библиотеке #мосметро прошло мероприятие «Литературный рельс» в рамках #библионочи.,7
